CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
1100015,NO,11,RO,Alta Floresta DOeste,25437,4 - 20001 até 50000
1100023,NO,11,RO,Ariquemes,107345,6 - 100001 até 500000
1100031,NO,11,RO,Cabixi,6224,2 - 5001 até 10000
1100049,NO,11,RO,Cacoal,88507,5 - 50001 até 100000
1100056,NO,11,RO,Cerejeiras,17934,3 - 10001 até 20000
1100064,NO,11,RO,Colorado do Oeste,18467,3 - 10001 até 20000
1100072,NO,11,RO,Corumbiara,8659,2 - 5001 até 10000
1100080,NO,11,RO,Costa Marques,17400,3 - 10001 até 20000
1100098,NO,11,RO,Espigão DOeste,33030,4 - 20001 até 50000
1100106,NO,11,RO,Guajará-Mirim,47451,4 - 20001 até 50000
1100114,NO,11,RO,Jaru,55871,5 - 50001 até 100000
1100122,NO,11,RO,Ji-Paraná,132667,6 - 100001 até 500000
1100130,NO,11,RO,Machadinho DOeste,38609,4 - 20001 até 50000
1100148,NO,11,RO,Nova Brasilândia DOeste,21747,4 - 20001 até 50000
1100155,NO,11,RO,Ouro Preto do Oeste,39759,4 - 20001 até 50000
1100189,NO,11,RO,Pimenta Bueno,38051,4 - 20001 até 50000
1100205,NO,11,RO,Porto Velho,519436,7 - Maior que 500000
1100254,NO,11,RO,Presidente Médici,22124,4 - 20001 até 50000
1100262,NO,11,RO,Rio Crespo,3829,1 - Até 5000
1100288,NO,11,RO,Rolim de Moura,57074,5 - 50001 até 100000
1100296,NO,11,RO,Santa Luzia DOeste,8198,2 - 5001 até 10000
1100304,NO,11,RO,Vilhena,95630,5 - 50001 até 100000
1100320,NO,11,RO,São Miguel do Guaporé,24181,4 - 20001 até 50000
1100338,NO,11,RO,Nova Mamoré,28891,4 - 20001 até 50000
1100346,NO,11,RO,Alvorada DOeste,16747,3 - 10001 até 20000
1100379,NO,11,RO,Alto Alegre dos Parecis,14045,3 - 10001 até 20000
1100403,NO,11,RO,Alto Paraíso,20916,4 - 20001 até 50000
1100452,NO,11,RO,Buritis,39044,4 - 20001 até 50000
1100502,NO,11,RO,Novo Horizonte do Oeste,10051,3 - 10001 até 20000
1100601,NO,11,RO,Cacaulândia,6460,2 - 5001 até 10000
1100700,NO,11,RO,Campo Novo de Rondônia,14484,3 - 10001 até 20000
1100809,NO,11,RO,Candeias do Jamari,25266,4 - 20001 até 50000
1100908,NO,11,RO,Castanheiras,3550,1 - Até 5000
1100924,NO,11,RO,Chupinguaia,10593,3 - 10001 até 20000
1100940,NO,11,RO,Cujubim,22443,4 - 20001 até 50000
1101005,NO,11,RO,Governador Jorge Teixeira,9745,2 - 5001 até 10000
1101104,NO,11,RO,Itapuã do Oeste,10310,3 - 10001 até 20000
1101203,NO,11,RO,Ministro Andreazza,10751,3 - 10001 até 20000
1101302,NO,11,RO,Mirante da Serra,12258,3 - 10001 até 20000
1101401,NO,11,RO,Monte Negro,16186,3 - 10001 até 20000
1101435,NO,11,RO,Nova União,7769,2 - 5001 até 10000
1101450,NO,11,RO,Parecis,5904,2 - 5001 até 10000
1101468,NO,11,RO,Pimenteiras do Oeste,2410,1 - Até 5000
1101476,NO,11,RO,Primavera de Rondônia,3411,1 - Até 5000
1101484,NO,11,RO,São Felipe DOeste,5994,2 - 5001 até 10000
1101492,NO,11,RO,São Francisco do Guaporé,19694,3 - 10001 até 20000
1101500,NO,11,RO,Seringueiras,12653,3 - 10001 até 20000
1101559,NO,11,RO,Teixeirópolis,4931,1 - Até 5000
1101609,NO,11,RO,Theobroma,11350,3 - 10001 até 20000
1101708,NO,11,RO,Urupá,13106,3 - 10001 até 20000
1101757,NO,11,RO,Vale do Anari,11149,3 - 10001 até 20000
1101807,NO,11,RO,Vale do Paraíso,8047,2 - 5001 até 10000
1200013,NO,12,AC,Acrelândia,14366,3 - 10001 até 20000
1200054,NO,12,AC,Assis Brasil,6986,2 - 5001 até 10000
1200104,NO,12,AC,Brasiléia,24765,4 - 20001 até 50000
1200138,NO,12,AC,Bujari,9664,2 - 5001 até 10000
1200179,NO,12,AC,Capixaba,11136,3 - 10001 até 20000
1200203,NO,12,AC,Cruzeiro do Sul,82622,5 - 50001 até 100000
1200252,NO,12,AC,Epitaciolândia,17340,3 - 10001 até 20000
1200302,NO,12,AC,Feijó,32360,4 - 20001 até 50000
1200328,NO,12,AC,Jordão,7858,2 - 5001 até 10000
1200336,NO,12,AC,Mâncio Lima,17910,3 - 10001 até 20000
1200344,NO,12,AC,Manoel Urbano,8886,2 - 5001 até 10000
1200351,NO,12,AC,Marechal Thaumaturgo,17897,3 - 10001 até 20000
1200385,NO,12,AC,Plácido de Castro,18510,3 - 10001 até 20000
1200393,NO,12,AC,Porto Walter,11353,3 - 10001 até 20000
1200401,NO,12,AC,Rio Branco,383443,6 - 100001 até 500000
1200427,NO,12,AC,Rodrigues Alves,17945,3 - 10001 até 20000
1200435,NO,12,AC,Santa Rosa do Purus,6230,2 - 5001 até 10000
1200450,NO,12,AC,Senador Guiomard,21552,4 - 20001 até 50000
1200500,NO,12,AC,Sena Madureira,43139,4 - 20001 até 50000
1200609,NO,12,AC,Tarauacá,40024,4 - 20001 até 50000
1200708,NO,12,AC,Xapuri,18174,3 - 10001 até 20000
1200807,NO,12,AC,Porto Acre,17459,3 - 10001 até 20000
1300029,NO,13,AM,Alvarães,15908,3 - 10001 até 20000
1300060,NO,13,AM,Amaturá,11242,3 - 10001 até 20000
1300086,NO,13,AM,Anamã,12978,3 - 10001 até 20000
1300102,NO,13,AM,Anori,20196,4 - 20001 até 50000
1300144,NO,13,AM,Apuí,21406,4 - 20001 até 50000
1300201,NO,13,AM,Atalaia do Norte,19054,3 - 10001 até 20000
1300300,NO,13,AM,Autazes,38454,4 - 20001 até 50000
1300409,NO,13,AM,Barcelos,27743,4 - 20001 até 50000
1300508,NO,13,AM,Barreirinha,31542,4 - 20001 até 50000
1300607,NO,13,AM,Benjamin Constant,41329,4 - 20001 até 50000
1300631,NO,13,AM,Beruri,18978,3 - 10001 até 20000
1300680,NO,13,AM,Boa Vista do Ramos,18483,3 - 10001 até 20000
1300706,NO,13,AM,Boca do Acre,34176,4 - 20001 até 50000
1300805,NO,13,AM,Borba,40464,4 - 20001 até 50000
1300839,NO,13,AM,Caapiranga,12820,3 - 10001 até 20000
1300904,NO,13,AM,Canutama,15490,3 - 10001 até 20000
1301001,NO,13,AM,Carauari,28337,4 - 20001 até 50000
1301100,NO,13,AM,Careiro,37399,4 - 20001 até 50000
1301159,NO,13,AM,Careiro da Várzea,29190,4 - 20001 até 50000
1301209,NO,13,AM,Coari,84762,5 - 50001 até 100000
1301308,NO,13,AM,Codajás,27817,4 - 20001 até 50000
1301407,NO,13,AM,Eirunepé,34888,4 - 20001 até 50000
1301506,NO,13,AM,Envira,19492,3 - 10001 até 20000
1301605,NO,13,AM,Fonte Boa,19669,3 - 10001 até 20000
1301654,NO,13,AM,Guajará,16339,3 - 10001 até 20000
1301704,NO,13,AM,Humaitá,53383,5 - 50001 até 100000
1301803,NO,13,AM,Ipixuna,28299,4 - 20001 até 50000
1301852,NO,13,AM,Iranduba,47407,4 - 20001 até 50000
1301902,NO,13,AM,Itacoatiara,99854,5 - 50001 até 100000
1301951,NO,13,AM,Itamarati,8128,2 - 5001 até 10000
1302009,NO,13,AM,Itapiranga,9125,2 - 5001 até 10000
1302108,NO,13,AM,Japurá,4205,1 - Até 5000
1302207,NO,13,AM,Juruá,13956,3 - 10001 até 20000
1302306,NO,13,AM,Jutaí,15824,3 - 10001 até 20000
1302405,NO,13,AM,Lábrea,44861,4 - 20001 até 50000
1302504,NO,13,AM,Manacapuru,96460,5 - 50001 até 100000
1302553,NO,13,AM,Manaquiri,30222,4 - 20001 até 50000
1302603,NO,13,AM,Manaus,2130264,7 - Maior que 500000
1302702,NO,13,AM,Manicoré,54708,5 - 50001 até 100000
1302801,NO,13,AM,Maraã,18531,3 - 10001 até 20000
1302900,NO,13,AM,Maués,62212,5 - 50001 até 100000
1303007,NO,13,AM,Nhamundá,20902,4 - 20001 até 50000
1303106,NO,13,AM,Nova Olinda do Norte,36431,4 - 20001 até 50000
1303205,NO,13,AM,Novo Airão,18586,3 - 10001 até 20000
1303304,NO,13,AM,Novo Aripuanã,25112,4 - 20001 até 50000
1303403,NO,13,AM,Parintins,113832,6 - 100001 até 500000
1303502,NO,13,AM,Pauini,19597,3 - 10001 até 20000
1303536,NO,13,AM,Presidente Figueiredo,34574,4 - 20001 até 50000
1303569,NO,13,AM,Rio Preto da Eva,32001,4 - 20001 até 50000
1303601,NO,13,AM,Santa Isabel do Rio Negro,23765,4 - 20001 até 50000
1303700,NO,13,AM,Santo Antônio do Içá,23075,4 - 20001 até 50000
1303809,NO,13,AM,São Gabriel da Cachoeira,44553,4 - 20001 até 50000
1303908,NO,13,AM,São Paulo de Olivença,38047,4 - 20001 até 50000
1303957,NO,13,AM,São Sebastião do Uatumã,13421,3 - 10001 até 20000
1304005,NO,13,AM,Silves,9211,2 - 5001 até 10000
1304062,NO,13,AM,Tabatinga,63635,5 - 50001 até 100000
1304104,NO,13,AM,Tapauá,17930,3 - 10001 até 20000
1304203,NO,13,AM,Tefé,62021,5 - 50001 até 100000
1304237,NO,13,AM,Tonantins,18782,3 - 10001 até 20000
1304260,NO,13,AM,Uarini,13428,3 - 10001 até 20000
1304302,NO,13,AM,Urucará,16968,3 - 10001 até 20000
1304401,NO,13,AM,Urucurituba,22148,4 - 20001 até 50000
1400027,NO,14,RR,Amajari,11560,3 - 10001 até 20000
1400050,NO,14,RR,Alto Alegre,15933,3 - 10001 até 20000
1400100,NO,14,RR,Boa Vista,332020,6 - 100001 até 500000
1400159,NO,14,RR,Bonfim,11945,3 - 10001 até 20000
1400175,NO,14,RR,Cantá,16877,3 - 10001 até 20000
1400209,NO,14,RR,Caracaraí,20807,4 - 20001 até 50000
1400233,NO,14,RR,Caroebe,9493,2 - 5001 até 10000
1400282,NO,14,RR,Iracema,10859,3 - 10001 até 20000
1400308,NO,14,RR,Mucajaí,16852,3 - 10001 até 20000
1400407,NO,14,RR,Normandia,10527,3 - 10001 até 20000
1400456,NO,14,RR,Pacaraima,12375,3 - 10001 até 20000
1400472,NO,14,RR,Rorainópolis,28215,4 - 20001 até 50000
1400506,NO,14,RR,São João da Baliza,7740,2 - 5001 até 10000
1400605,NO,14,RR,São Luiz,7597,2 - 5001 até 10000
1400704,NO,14,RR,Uiramutã,9836,2 - 5001 até 10000
1500107,NO,15,PA,Abaetetuba,153380,6 - 100001 até 500000
1500131,NO,15,PA,Abel Figueiredo,7231,2 - 5001 até 10000
1500206,NO,15,PA,Acará,54096,5 - 50001 até 100000
1500305,NO,15,PA,Afuá,38144,4 - 20001 até 50000
1500347,NO,15,PA,Água Azul do Norte,26682,4 - 20001 até 50000
1500404,NO,15,PA,Alenquer,55246,5 - 50001 até 100000
1500503,NO,15,PA,Almeirim,33195,4 - 20001 até 50000
1500602,NO,15,PA,Altamira,111435,6 - 100001 até 500000
1500701,NO,15,PA,Anajás,28466,4 - 20001 até 50000
1500800,NO,15,PA,Ananindeua,516057,7 - Maior que 500000
1500859,NO,15,PA,Anapu,27096,4 - 20001 até 50000
1500909,NO,15,PA,Augusto Corrêa,44734,4 - 20001 até 50000
1500958,NO,15,PA,Aurora do Pará,30471,4 - 20001 até 50000
1501006,NO,15,PA,Aveiro,15947,3 - 10001 até 20000
1501105,NO,15,PA,Bagre,29808,4 - 20001 até 50000
1501204,NO,15,PA,Baião,46110,4 - 20001 até 50000
1501253,NO,15,PA,Bannach,3200,1 - Até 5000
1501303,NO,15,PA,Barcarena,121190,6 - 100001 até 500000
1501402,NO,15,PA,Belém,1452275,7 - Maior que 500000
1501451,NO,15,PA,Belterra,17249,3 - 10001 até 20000
1501501,NO,15,PA,Benevides,60990,5 - 50001 até 100000
1501576,NO,15,PA,Bom Jesus do Tocantins,16517,3 - 10001 até 20000
1501600,NO,15,PA,Bonito,15834,3 - 10001 até 20000
1501709,NO,15,PA,Bragança,124184,6 - 100001 até 500000
1501725,NO,15,PA,Brasil Novo,14689,3 - 10001 até 20000
1501758,NO,15,PA,Brejo Grande do Araguaia,7182,2 - 5001 até 10000
1501782,NO,15,PA,Breu Branco,64194,5 - 50001 até 100000
1501808,NO,15,PA,Breves,99896,5 - 50001 até 100000
1501907,NO,15,PA,Bujaru,28331,4 - 20001 até 50000
1501956,NO,15,PA,Cachoeira do Piriá,32947,4 - 20001 até 50000
1502004,NO,15,PA,Cachoeira do Arari,23110,4 - 20001 até 50000
1502103,NO,15,PA,Cametá,134100,6 - 100001 até 500000
1502152,NO,15,PA,Canaã dos Carajás,36027,4 - 20001 até 50000
1502202,NO,15,PA,Capanema,67150,5 - 50001 até 100000
1502301,NO,15,PA,Capitão Poço,52839,5 - 50001 até 100000
1502400,NO,15,PA,Castanhal,195253,6 - 100001 até 500000
1502509,NO,15,PA,Chaves,23066,4 - 20001 até 50000
1502608,NO,15,PA,Colares,11759,3 - 10001 até 20000
1502707,NO,15,PA,Conceição do Araguaia,46571,4 - 20001 até 50000
1502756,NO,15,PA,Concórdia do Pará,32395,4 - 20001 até 50000
1502764,NO,15,PA,Cumaru do Norte,13093,3 - 10001 até 20000
1502772,NO,15,PA,Curionópolis,17453,3 - 10001 até 20000
1502806,NO,15,PA,Curralinho,33490,4 - 20001 até 50000
1502855,NO,15,PA,Curuá,13996,3 - 10001 até 20000
1502905,NO,15,PA,Curuçá,38959,4 - 20001 até 50000
1502939,NO,15,PA,Dom Eliseu,58071,5 - 50001 até 100000
1502954,NO,15,PA,Eldorado do Carajás,32892,4 - 20001 até 50000
1503002,NO,15,PA,Faro,7009,2 - 5001 até 10000
1503044,NO,15,PA,Floresta do Araguaia,19746,3 - 10001 até 20000
1503077,NO,15,PA,Garrafão do Norte,25363,4 - 20001 até 50000
1503093,NO,15,PA,Goianésia do Pará,39352,4 - 20001 até 50000
1503101,NO,15,PA,Gurupá,32458,4 - 20001 até 50000
1503200,NO,15,PA,Igarapé-Açu,37753,4 - 20001 até 50000
1503309,NO,15,PA,Igarapé-Miri,60994,5 - 50001 até 100000
1503408,NO,15,PA,Inhangapi,11388,3 - 10001 até 20000
1503457,NO,15,PA,Ipixuna do Pará,62237,5 - 50001 até 100000
1503507,NO,15,PA,Irituia,31673,4 - 20001 até 50000
1503606,NO,15,PA,Itaituba,98523,5 - 50001 até 100000
1503705,NO,15,PA,Itupiranga,51835,5 - 50001 até 100000
1503754,NO,15,PA,Jacareacanga,8059,2 - 5001 até 10000
1503804,NO,15,PA,Jacundá,57526,5 - 50001 até 100000
1503903,NO,15,PA,Juruti,56325,5 - 50001 até 100000
1504000,NO,15,PA,Limoeiro do Ajuru,28138,4 - 20001 até 50000
1504059,NO,15,PA,Mãe do Rio,29260,4 - 20001 até 50000
1504109,NO,15,PA,Magalhães Barata,8316,2 - 5001 até 10000
1504208,NO,15,PA,Marabá,271594,6 - 100001 até 500000
1504307,NO,15,PA,Maracanã,28679,4 - 20001 até 50000
1504406,NO,15,PA,Marapanim,27569,4 - 20001 até 50000
1504422,NO,15,PA,Marituba,127858,6 - 100001 até 500000
1504455,NO,15,PA,Medicilândia,30726,4 - 20001 até 50000
1504505,NO,15,PA,Melgaço,26897,4 - 20001 até 50000
1504604,NO,15,PA,Mocajuba,30277,4 - 20001 até 50000
1504703,NO,15,PA,Moju,79825,5 - 50001 até 100000
1504752,NO,15,PA,Mojuí dos Campos,15646,3 - 10001 até 20000
1504802,NO,15,PA,Monte Alegre,56466,5 - 50001 até 100000
1504901,NO,15,PA,Muaná,39231,4 - 20001 até 50000
1504950,NO,15,PA,Nova Esperança do Piriá,20789,4 - 20001 até 50000
1504976,NO,15,PA,Nova Ipixuna,16221,3 - 10001 até 20000
1505007,NO,15,PA,Nova Timboteua,14942,3 - 10001 até 20000
1505031,NO,15,PA,Novo Progresso,25071,4 - 20001 até 50000
1505064,NO,15,PA,Novo Repartimento,73802,5 - 50001 até 100000
1505106,NO,15,PA,Óbidos,50727,5 - 50001 até 100000
1505205,NO,15,PA,Oeiras do Pará,31619,4 - 20001 até 50000
1505304,NO,15,PA,Oriximiná,71078,5 - 50001 até 100000
1505403,NO,15,PA,Ourém,17356,3 - 10001 até 20000
1505437,NO,15,PA,Ourilândia do Norte,31921,4 - 20001 até 50000
1505486,NO,15,PA,Pacajá,46383,4 - 20001 até 50000
1505494,NO,15,PA,Palestina do Pará,7386,2 - 5001 até 10000
1505502,NO,15,PA,Paragominas,110026,6 - 100001 até 500000
1505536,NO,15,PA,Parauapebas,202356,6 - 100001 até 500000
1505551,NO,15,PA,Pau DArco,5341,2 - 5001 até 10000
1505601,NO,15,PA,Peixe-Boi,7860,2 - 5001 até 10000
1505635,NO,15,PA,Piçarra,12632,3 - 10001 até 20000
1505650,NO,15,PA,Placas,30109,4 - 20001 até 50000
1505700,NO,15,PA,Ponta de Pedras,30219,4 - 20001 até 50000
1505809,NO,15,PA,Portel,60322,5 - 50001 até 100000
1505908,NO,15,PA,Porto de Moz,39991,4 - 20001 até 50000
1506005,NO,15,PA,Prainha,29067,4 - 20001 até 50000
1506104,NO,15,PA,Primavera,10534,3 - 10001 até 20000
1506112,NO,15,PA,Quatipuru,13237,3 - 10001 até 20000
1506138,NO,15,PA,Redenção,82464,5 - 50001 até 100000
1506161,NO,15,PA,Rio Maria,17705,3 - 10001 até 20000
1506187,NO,15,PA,Rondon do Pará,50925,5 - 50001 até 100000
1506195,NO,15,PA,Rurópolis,49093,4 - 20001 até 50000
1506203,NO,15,PA,Salinópolis,39569,4 - 20001 até 50000
1506302,NO,15,PA,Salvaterra,23096,4 - 20001 até 50000
1506351,NO,15,PA,Santa Bárbara do Pará,20492,4 - 20001 até 50000
1506401,NO,15,PA,Santa Cruz do Arari,9845,2 - 5001 até 10000
1506500,NO,15,PA,Santa Izabel do Pará,68836,5 - 50001 até 100000
1506559,NO,15,PA,Santa Luzia do Pará,19316,3 - 10001 até 20000
1506583,NO,15,PA,Santa Maria das Barreiras,20849,4 - 20001 até 50000
1506609,NO,15,PA,Santa Maria do Pará,24186,4 - 20001 até 50000
1506708,NO,15,PA,Santana do Araguaia,70764,5 - 50001 até 100000
1506807,NO,15,PA,Santarém,296302,6 - 100001 até 500000
1506906,NO,15,PA,Santarém Novo,6526,2 - 5001 até 10000
1507003,NO,15,PA,Santo Antônio do Tauá,30611,4 - 20001 até 50000
1507102,NO,15,PA,São Caetano de Odivelas,17563,3 - 10001 até 20000
1507151,NO,15,PA,São Domingos do Araguaia,24859,4 - 20001 até 50000
1507201,NO,15,PA,São Domingos do Capim,31123,4 - 20001 até 50000
1507300,NO,15,PA,São Félix do Xingu,124806,6 - 100001 até 500000
1507409,NO,15,PA,São Francisco do Pará,15454,3 - 10001 até 20000
1507458,NO,15,PA,São Geraldo do Araguaia,24188,4 - 20001 até 50000
1507466,NO,15,PA,São João da Ponta,5970,2 - 5001 até 10000
1507474,NO,15,PA,São João de Pirabas,22415,4 - 20001 até 50000
1507508,NO,15,PA,São João do Araguaia,13616,3 - 10001 até 20000
1507607,NO,15,PA,São Miguel do Guamá,57364,5 - 50001 até 100000
1507706,NO,15,PA,São Sebastião da Boa Vista,25904,4 - 20001 até 50000
1507755,NO,15,PA,Sapucaia,5766,2 - 5001 até 10000
1507805,NO,15,PA,Senador José Porfírio,11357,3 - 10001 até 20000
1507904,NO,15,PA,Soure,24682,4 - 20001 até 50000
1507953,NO,15,PA,Tailândia,103321,6 - 100001 até 500000
1507961,NO,15,PA,Terra Alta,11399,3 - 10001 até 20000
1507979,NO,15,PA,Terra Santa,18257,3 - 10001 até 20000
1508001,NO,15,PA,Tomé-Açu,61709,5 - 50001 até 100000
1508035,NO,15,PA,Tracuateua,30108,4 - 20001 até 50000
1508050,NO,15,PA,Trairão,18469,3 - 10001 até 20000
1508084,NO,15,PA,Tucumã,38508,4 - 20001 até 50000
1508100,NO,15,PA,Tucuruí,110516,6 - 100001 até 500000
1508126,NO,15,PA,Ulianópolis,57525,5 - 50001 até 100000
1508159,NO,15,PA,Uruará,44258,4 - 20001 até 50000
1508209,NO,15,PA,Vigia,52216,5 - 50001 até 100000
1508308,NO,15,PA,Viseu,59735,5 - 50001 até 100000
1508357,NO,15,PA,Vitória do Xingu,14719,3 - 10001 até 20000
1508407,NO,15,PA,Xinguara,43530,4 - 20001 até 50000
1600055,NO,16,AP,Serra do Navio,5111,2 - 5001 até 10000
1600105,NO,16,AP,Amapá,8757,2 - 5001 até 10000
1600154,NO,16,AP,Pedra Branca do Amapari,15125,3 - 10001 até 20000
1600204,NO,16,AP,Calçoene,10525,3 - 10001 até 20000
1600212,NO,16,AP,Cutias,5637,2 - 5001 até 10000
1600238,NO,16,AP,Ferreira Gomes,7270,2 - 5001 até 10000
1600253,NO,16,AP,Itaubal,5172,2 - 5001 até 10000
1600279,NO,16,AP,Laranjal do Jari,47554,4 - 20001 até 50000
1600303,NO,16,AP,Macapá,474706,6 - 100001 até 500000
1600402,NO,16,AP,Mazagão,20387,4 - 20001 até 50000
1600501,NO,16,AP,Oiapoque,25514,4 - 20001 até 50000
1600535,NO,16,AP,Porto Grande,20611,4 - 20001 até 50000
1600550,NO,16,AP,Pracuúba,4779,1 - Até 5000
1600600,NO,16,AP,Santana,115471,6 - 100001 até 500000
1600709,NO,16,AP,Tartarugalzinho,16112,3 - 10001 até 20000
1600808,NO,16,AP,Vitória do Jari,14991,3 - 10001 até 20000
1700251,NO,17,TO,Abreulândia,2571,1 - Até 5000
1700301,NO,17,TO,Aguiarnópolis,6460,2 - 5001 até 10000
1700350,NO,17,TO,Aliança do Tocantins,5527,2 - 5001 até 10000
1700400,NO,17,TO,Almas,7273,2 - 5001 até 10000
1700707,NO,17,TO,Alvorada,8516,2 - 5001 até 10000
1701002,NO,17,TO,Ananás,9749,2 - 5001 até 10000
1701051,NO,17,TO,Angico,3423,1 - Até 5000
1701101,NO,17,TO,Aparecida do Rio Negro,4726,1 - Até 5000
1701309,NO,17,TO,Aragominas,5865,2 - 5001 até 10000
1701903,NO,17,TO,Araguacema,7003,2 - 5001 até 10000
1702000,NO,17,TO,Araguaçu,8692,2 - 5001 até 10000
1702109,NO,17,TO,Araguaína,175960,6 - 100001 até 500000
1702158,NO,17,TO,Araguanã,5645,2 - 5001 até 10000
1702208,NO,17,TO,Araguatins,35216,4 - 20001 até 50000
1702307,NO,17,TO,Arapoema,6756,2 - 5001 até 10000
1702406,NO,17,TO,Arraias,10727,3 - 10001 até 20000
1702554,NO,17,TO,Augustinópolis,18089,3 - 10001 até 20000
1702703,NO,17,TO,Aurora do Tocantins,3735,1 - Até 5000
1702901,NO,17,TO,Axixá do Tocantins,9776,2 - 5001 até 10000
1703008,NO,17,TO,Babaçulândia,10752,3 - 10001 até 20000
1703057,NO,17,TO,Bandeirantes do Tocantins,3500,1 - Até 5000
1703073,NO,17,TO,Barra do Ouro,4544,1 - Até 5000
1703107,NO,17,TO,Barrolândia,5643,2 - 5001 até 10000
1703206,NO,17,TO,Bernardo Sayão,4518,1 - Até 5000
1703305,NO,17,TO,Bom Jesus do Tocantins,4700,1 - Até 5000
1703602,NO,17,TO,Brasilândia do Tocantins,2199,1 - Até 5000
1703701,NO,17,TO,Brejinho de Nazaré,5499,2 - 5001 até 10000
1703800,NO,17,TO,Buriti do Tocantins,11135,3 - 10001 até 20000
1703826,NO,17,TO,Cachoeirinha,2276,1 - Até 5000
1703842,NO,17,TO,Campos Lindos,9795,2 - 5001 até 10000
1703867,NO,17,TO,Cariri do Tocantins,4296,1 - Até 5000
1703883,NO,17,TO,Carmolândia,2555,1 - Até 5000
1703891,NO,17,TO,Carrasco Bonito,4055,1 - Até 5000
1703909,NO,17,TO,Caseara,5265,2 - 5001 até 10000
1704105,NO,17,TO,Centenário,2866,1 - Até 5000
1704600,NO,17,TO,Chapada de Areia,1407,1 - Até 5000
1705102,NO,17,TO,Chapada da Natividade,3364,1 - Até 5000
1705508,NO,17,TO,Colinas do Tocantins,34839,4 - 20001 até 50000
1705557,NO,17,TO,Combinado,4874,1 - Até 5000
1705607,NO,17,TO,Conceição do Tocantins,4179,1 - Até 5000
1706001,NO,17,TO,Couto Magalhães,5529,2 - 5001 até 10000
1706100,NO,17,TO,Cristalândia,7374,2 - 5001 até 10000
1706258,NO,17,TO,Crixás do Tocantins,1708,1 - Até 5000
1706506,NO,17,TO,Darcinópolis,5988,2 - 5001 até 10000
1707009,NO,17,TO,Dianópolis,21738,4 - 20001 até 50000
1707108,NO,17,TO,Divinópolis do Tocantins,6868,2 - 5001 até 10000
1707207,NO,17,TO,Dois Irmãos do Tocantins,7286,2 - 5001 até 10000
1707306,NO,17,TO,Dueré,4727,1 - Até 5000
1707405,NO,17,TO,Esperantina,10793,3 - 10001 até 20000
1707553,NO,17,TO,Fátima,3879,1 - Até 5000
1707652,NO,17,TO,Figueirópolis,5352,2 - 5001 até 10000
1707702,NO,17,TO,Filadélfia,8893,2 - 5001 até 10000
1708205,NO,17,TO,Formoso do Araguaia,18684,3 - 10001 até 20000
1708254,NO,17,TO,Fortaleza do Tabocão,2584,1 - Até 5000
1708304,NO,17,TO,Goianorte,5153,2 - 5001 até 10000
1709005,NO,17,TO,Goiatins,12973,3 - 10001 até 20000
1709302,NO,17,TO,Guaraí,25642,4 - 20001 até 50000
1709500,NO,17,TO,Gurupi,85523,5 - 50001 até 100000
1709807,NO,17,TO,Ipueiras,1955,1 - Até 5000
1710508,NO,17,TO,Itacajá,7456,2 - 5001 até 10000
1710706,NO,17,TO,Itaguatins,5980,2 - 5001 até 10000
1710904,NO,17,TO,Itapiratins,3772,1 - Até 5000
1711100,NO,17,TO,Itaporã do Tocantins,2465,1 - Até 5000
1711506,NO,17,TO,Jaú do Tocantins,3821,1 - Até 5000
1711803,NO,17,TO,Juarina,2229,1 - Até 5000
1711902,NO,17,TO,Lagoa da Confusão,12808,3 - 10001 até 20000
1711951,NO,17,TO,Lagoa do Tocantins,4191,1 - Até 5000
1712009,NO,17,TO,Lajeado,3092,1 - Até 5000
1712157,NO,17,TO,Lavandeira,1875,1 - Até 5000
1712405,NO,17,TO,Lizarda,3787,1 - Até 5000
1712454,NO,17,TO,Luzinópolis,3038,1 - Até 5000
1712504,NO,17,TO,Marianópolis do Tocantins,5054,2 - 5001 até 10000
1712702,NO,17,TO,Mateiros,2614,1 - Até 5000
1712801,NO,17,TO,Maurilândia do Tocantins,3409,1 - Até 5000
1713205,NO,17,TO,Miracema do Tocantins,19055,3 - 10001 até 20000
1713304,NO,17,TO,Miranorte,13426,3 - 10001 até 20000
1713601,NO,17,TO,Monte do Carmo,7770,2 - 5001 até 10000
1713700,NO,17,TO,Monte Santo do Tocantins,2264,1 - Até 5000
1713809,NO,17,TO,Palmeiras do Tocantins,6535,2 - 5001 até 10000
1713957,NO,17,TO,Muricilândia,3507,1 - Até 5000
1714203,NO,17,TO,Natividade,9312,2 - 5001 até 10000
1714302,NO,17,TO,Nazaré,4060,1 - Até 5000
1714880,NO,17,TO,Nova Olinda,11715,3 - 10001 até 20000
1715002,NO,17,TO,Nova Rosalândia,4203,1 - Até 5000
1715101,NO,17,TO,Novo Acordo,4267,1 - Até 5000
1715150,NO,17,TO,Novo Alegre,2353,1 - Até 5000
1715259,NO,17,TO,Novo Jardim,2697,1 - Até 5000
1715507,NO,17,TO,Oliveira de Fátima,1110,1 - Até 5000
1715705,NO,17,TO,Palmeirante,5859,2 - 5001 até 10000
1715754,NO,17,TO,Palmeirópolis,7687,2 - 5001 até 10000
1716109,NO,17,TO,Paraíso do Tocantins,50360,5 - 50001 até 100000
1716208,NO,17,TO,Paranã,10562,3 - 10001 até 20000
1716307,NO,17,TO,Pau DArco,4853,1 - Até 5000
