CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
3157302,SE,31,MG,Santa Bárbara do Tugúrio,4590,1 - Até 5000
3157336,SE,31,MG,Santa Cruz de Minas,8547,2 - 5001 até 10000
3157377,SE,31,MG,Santa Cruz de Salinas,4337,1 - Até 5000
3157401,SE,31,MG,Santa Cruz do Escalvado,4960,1 - Até 5000
3157500,SE,31,MG,Santa Efigênia de Minas,4587,1 - Até 5000
3157609,SE,31,MG,Santa Fé de Minas,3985,1 - Até 5000
3157658,SE,31,MG,Santa Helena de Minas,6410,2 - 5001 até 10000
3157708,SE,31,MG,Santa Juliana,13380,3 - 10001 até 20000
3157807,SE,31,MG,Santa Luzia,218897,6 - 100001 até 500000
3157906,SE,31,MG,Santa Margarida,16173,3 - 10001 até 20000
3158003,SE,31,MG,Santa Maria de Itabira,11007,3 - 10001 até 20000
3158102,SE,31,MG,Santa Maria do Salto,5381,2 - 5001 até 10000
3158201,SE,31,MG,Santa Maria do Suaçuí,14896,3 - 10001 até 20000
3158300,SE,31,MG,Santana da Vargem,7322,2 - 5001 até 10000
3158409,SE,31,MG,Santana de Cataguases,3876,1 - Até 5000
3158508,SE,31,MG,Santana de Pirapama,7965,2 - 5001 até 10000
3158607,SE,31,MG,Santana do Deserto,4032,1 - Até 5000
3158706,SE,31,MG,Santana do Garambéu,2436,1 - Até 5000
3158805,SE,31,MG,Santana do Jacaré,4861,1 - Até 5000
3158904,SE,31,MG,Santana do Manhuaçu,8853,2 - 5001 até 10000
3158953,SE,31,MG,Santana do Paraíso,32828,4 - 20001 até 50000
3159001,SE,31,MG,Santana do Riacho,4301,1 - Até 5000
3159100,SE,31,MG,Santana dos Montes,3887,1 - Até 5000
3159209,SE,31,MG,Santa Rita de Caldas,9198,2 - 5001 até 10000
3159308,SE,31,MG,Santa Rita de Jacutinga,5043,2 - 5001 até 10000
3159357,SE,31,MG,Santa Rita de Minas,7149,2 - 5001 até 10000
3159407,SE,31,MG,Santa Rita de Ibitipoca,3566,1 - Até 5000
3159506,SE,31,MG,Santa Rita do Itueto,5699,2 - 5001 até 10000
3159605,SE,31,MG,Santa Rita do Sapucaí,42324,4 - 20001 até 50000
3159704,SE,31,MG,Santa Rosa da Serra,3386,1 - Até 5000
3159803,SE,31,MG,Santa Vitória,19646,3 - 10001 até 20000
3159902,SE,31,MG,Santo Antônio do Amparo,18553,3 - 10001 até 20000
3160009,SE,31,MG,Santo Antônio do Aventureiro,3668,1 - Até 5000
3160108,SE,31,MG,Santo Antônio do Grama,4071,1 - Até 5000
3160207,SE,31,MG,Santo Antônio do Itambé,4040,1 - Até 5000
3160306,SE,31,MG,Santo Antônio do Jacinto,11977,3 - 10001 até 20000
3160405,SE,31,MG,Santo Antônio do Monte,28115,4 - 20001 até 50000
3160454,SE,31,MG,Santo Antônio do Retiro,7339,2 - 5001 até 10000
3160504,SE,31,MG,Santo Antônio do Rio Abaixo,1813,1 - Até 5000
3160603,SE,31,MG,Santo Hipólito,3218,1 - Até 5000
3160702,SE,31,MG,Santos Dumont,47561,4 - 20001 até 50000
3160801,SE,31,MG,São Bento Abade,5159,2 - 5001 até 10000
3160900,SE,31,MG,São Brás do Suaçuí,3747,1 - Até 5000
3160959,SE,31,MG,São Domingos das Dores,5697,2 - 5001 até 10000
3161007,SE,31,MG,São Domingos do Prata,17787,3 - 10001 até 20000
3161056,SE,31,MG,São Félix de Minas,3458,1 - Até 5000
3161106,SE,31,MG,São Francisco,56805,5 - 50001 até 100000
3161205,SE,31,MG,São Francisco de Paula,6673,2 - 5001 até 10000
3161304,SE,31,MG,São Francisco de Sales,6224,2 - 5001 até 10000
3161403,SE,31,MG,São Francisco do Glória,5085,2 - 5001 até 10000
3161502,SE,31,MG,São Geraldo,11905,3 - 10001 até 20000
3161601,SE,31,MG,São Geraldo da Piedade,4214,1 - Até 5000
3161650,SE,31,MG,São Geraldo do Baixio,3920,1 - Até 5000
3161700,SE,31,MG,São Gonçalo do Abaeté,6898,2 - 5001 até 10000
3161809,SE,31,MG,São Gonçalo do Pará,11985,3 - 10001 até 20000
3161908,SE,31,MG,São Gonçalo do Rio Abaixo,10773,3 - 10001 até 20000
3162005,SE,31,MG,São Gonçalo do Sapucaí,25517,4 - 20001 até 50000
3162104,SE,31,MG,São Gotardo,35016,4 - 20001 até 50000
3162203,SE,31,MG,São João Batista do Glória,7431,2 - 5001 até 10000
3162252,SE,31,MG,São João da Lagoa,4942,1 - Até 5000
3162302,SE,31,MG,São João da Mata,2811,1 - Até 5000
3162401,SE,31,MG,São João da Ponte,25856,4 - 20001 até 50000
3162450,SE,31,MG,São João das Missões,12862,3 - 10001 até 20000
3162500,SE,31,MG,São João del Rei,90263,5 - 50001 até 100000
3162559,SE,31,MG,São João do Manhuaçu,11367,3 - 10001 até 20000
3162575,SE,31,MG,São João do Manteninha,5759,2 - 5001 até 10000
3162609,SE,31,MG,São João do Oriente,7819,2 - 5001 até 10000
3162658,SE,31,MG,São João do Pacuí,4396,1 - Até 5000
3162708,SE,31,MG,São João do Paraíso,23729,4 - 20001 até 50000
3162807,SE,31,MG,São João Evangelista,16083,3 - 10001 até 20000
3162906,SE,31,MG,São João Nepomuceno,26538,4 - 20001 até 50000
3162922,SE,31,MG,São Joaquim de Bicas,30160,4 - 20001 até 50000
3162948,SE,31,MG,São José da Barra,7374,2 - 5001 até 10000
3162955,SE,31,MG,São José da Lapa,22910,4 - 20001 até 50000
3163003,SE,31,MG,São José da Safira,4303,1 - Até 5000
3163102,SE,31,MG,São José da Varginha,4834,1 - Até 5000
3163201,SE,31,MG,São José do Alegre,4228,1 - Até 5000
3163300,SE,31,MG,São José do Divino,3946,1 - Até 5000
3163409,SE,31,MG,São José do Goiabal,5633,2 - 5001 até 10000
3163508,SE,31,MG,São José do Jacuri,6650,2 - 5001 até 10000
3163607,SE,31,MG,São José do Mantimento,2787,1 - Até 5000
3163706,SE,31,MG,São Lourenço,45457,4 - 20001 até 50000
3163805,SE,31,MG,São Miguel do Anta,7045,2 - 5001 até 10000
3163904,SE,31,MG,São Pedro da União,4911,1 - Até 5000
3164001,SE,31,MG,São Pedro dos Ferros,8181,2 - 5001 até 10000
3164100,SE,31,MG,São Pedro do Suaçuí,5494,2 - 5001 até 10000
3164209,SE,31,MG,São Romão,11892,3 - 10001 até 20000
3164308,SE,31,MG,São Roque de Minas,7092,2 - 5001 até 10000
3164407,SE,31,MG,São Sebastião da Bela Vista,5438,2 - 5001 até 10000
3164431,SE,31,MG,São Sebastião da Vargem Alegre,3006,1 - Até 5000
3164472,SE,31,MG,São Sebastião do Anta,6419,2 - 5001 até 10000
3164506,SE,31,MG,São Sebastião do Maranhão,10511,3 - 10001 até 20000
3164605,SE,31,MG,São Sebastião do Oeste,6589,2 - 5001 até 10000
3164704,SE,31,MG,São Sebastião do Paraíso,70533,5 - 50001 até 100000
3164803,SE,31,MG,São Sebastião do Rio Preto,1582,1 - Até 5000
3164902,SE,31,MG,São Sebastião do Rio Verde,2249,1 - Até 5000
3165008,SE,31,MG,São Tiago,11073,3 - 10001 até 20000
3165107,SE,31,MG,São Tomás de Aquino,7222,2 - 5001 até 10000
3165206,SE,31,MG,São Thomé das Letras,7106,2 - 5001 até 10000
3165305,SE,31,MG,São Vicente de Minas,7672,2 - 5001 até 10000
3165404,SE,31,MG,Sapucaí-Mirim,6850,2 - 5001 até 10000
3165503,SE,31,MG,Sardoá,6198,2 - 5001 até 10000
3165537,SE,31,MG,Sarzedo,31037,4 - 20001 até 50000
3165552,SE,31,MG,Setubinha,12060,3 - 10001 até 20000
3165560,SE,31,MG,Sem-Peixe,2776,1 - Até 5000
3165578,SE,31,MG,Senador Amaral,5439,2 - 5001 até 10000
3165602,SE,31,MG,Senador Cortes,2049,1 - Até 5000
3165701,SE,31,MG,Senador Firmino,7792,2 - 5001 até 10000
3165800,SE,31,MG,Senador José Bento,1672,1 - Até 5000
3165909,SE,31,MG,Senador Modestino Gonçalves,4410,1 - Até 5000
3166006,SE,31,MG,Senhora de Oliveira,5892,2 - 5001 até 10000
3166105,SE,31,MG,Senhora do Porto,3602,1 - Até 5000
3166204,SE,31,MG,Senhora dos Remédios,10622,3 - 10001 até 20000
3166303,SE,31,MG,Sericita,7434,2 - 5001 até 10000
3166402,SE,31,MG,Seritinga,1874,1 - Até 5000
3166501,SE,31,MG,Serra Azul de Minas,4372,1 - Até 5000
3166600,SE,31,MG,Serra da Saudade,812,1 - Até 5000
3166709,SE,31,MG,Serra dos Aimorés,8809,2 - 5001 até 10000
3166808,SE,31,MG,Serra do Salitre,11491,3 - 10001 até 20000
3166907,SE,31,MG,Serrania,7812,2 - 5001 até 10000
3166956,SE,31,MG,Serranópolis de Minas,4769,1 - Até 5000
3167004,SE,31,MG,Serranos,2023,1 - Até 5000
3167103,SE,31,MG,Serro,21435,4 - 20001 até 50000
3167202,SE,31,MG,Sete Lagoas,236228,6 - 100001 até 500000
3167301,SE,31,MG,Silveirânia,2292,1 - Até 5000
3167400,SE,31,MG,Silvianópolis,6314,2 - 5001 até 10000
3167509,SE,31,MG,Simão Pereira,2651,1 - Até 5000
3167608,SE,31,MG,Simonésia,19633,3 - 10001 até 20000
3167707,SE,31,MG,Sobrália,5791,2 - 5001 até 10000
3167806,SE,31,MG,Soledade de Minas,6131,2 - 5001 até 10000
3167905,SE,31,MG,Tabuleiro,3963,1 - Até 5000
3168002,SE,31,MG,Taiobeiras,33824,4 - 20001 até 50000
3168051,SE,31,MG,Taparuba,3196,1 - Até 5000
3168101,SE,31,MG,Tapira,4650,1 - Até 5000
3168200,SE,31,MG,Tapiraí,1921,1 - Até 5000
3168309,SE,31,MG,Taquaraçu de Minas,4075,1 - Até 5000
3168408,SE,31,MG,Tarumirim,14667,3 - 10001 até 20000
3168507,SE,31,MG,Teixeiras,11836,3 - 10001 até 20000
3168606,SE,31,MG,Teófilo Otoni,141934,6 - 100001 até 500000
3168705,SE,31,MG,Timóteo,88931,5 - 50001 até 100000
3168804,SE,31,MG,Tiradentes,7807,2 - 5001 até 10000
3168903,SE,31,MG,Tiros,6795,2 - 5001 até 10000
3169000,SE,31,MG,Tocantins,16766,3 - 10001 até 20000
3169059,SE,31,MG,Tocos do Moji,4147,1 - Até 5000
3169109,SE,31,MG,Toledo,6232,2 - 5001 até 10000
3169208,SE,31,MG,Tombos,8772,2 - 5001 até 10000
3169307,SE,31,MG,Três Corações,78999,5 - 50001 até 100000
3169356,SE,31,MG,Três Marias,31687,4 - 20001 até 50000
3169406,SE,31,MG,Três Pontas,57097,5 - 50001 até 100000
3169505,SE,31,MG,Tumiritinga,6739,2 - 5001 até 10000
3169604,SE,31,MG,Tupaciguara,25538,4 - 20001 até 50000
3169703,SE,31,MG,Turmalina,19762,3 - 10001 até 20000
3169802,SE,31,MG,Turvolândia,5025,2 - 5001 até 10000
3169901,SE,31,MG,Ubá,113300,6 - 100001 até 500000
3170008,SE,31,MG,Ubaí,12531,3 - 10001 até 20000
3170057,SE,31,MG,Ubaporanga,12622,3 - 10001 até 20000
3170107,SE,31,MG,Uberaba,328272,6 - 100001 até 500000
3170206,SE,31,MG,Uberlândia,676613,7 - Maior que 500000
3170305,SE,31,MG,Umburatiba,2709,1 - Até 5000
3170404,SE,31,MG,Unaí,83980,5 - 50001 até 100000
3170438,SE,31,MG,União de Minas,4452,1 - Até 5000
3170479,SE,31,MG,Uruana de Minas,3338,1 - Até 5000
3170503,SE,31,MG,Urucânia,10589,3 - 10001 até 20000
3170529,SE,31,MG,Urucuia,16095,3 - 10001 até 20000
3170578,SE,31,MG,Vargem Alegre,6632,2 - 5001 até 10000
3170602,SE,31,MG,Vargem Bonita,2209,1 - Até 5000
3170651,SE,31,MG,Vargem Grande do Rio Pardo,5032,2 - 5001 até 10000
3170701,SE,31,MG,Varginha,134364,6 - 100001 até 500000
3170750,SE,31,MG,Varjão de Minas,6947,2 - 5001 até 10000
3170800,SE,31,MG,Várzea da Palma,39128,4 - 20001 até 50000
3170909,SE,31,MG,Varzelândia,19723,3 - 10001 até 20000
3171006,SE,31,MG,Vazante,20784,4 - 20001 até 50000
3171030,SE,31,MG,Verdelândia,9220,2 - 5001 até 10000
3171071,SE,31,MG,Veredinha,5798,2 - 5001 até 10000
3171105,SE,31,MG,Veríssimo,3911,1 - Até 5000
3171154,SE,31,MG,Vermelho Novo,4905,1 - Até 5000
3171204,SE,31,MG,Vespasiano,122365,6 - 100001 até 500000
3171303,SE,31,MG,Viçosa,78381,5 - 50001 até 100000
3171402,SE,31,MG,Vieiras,3741,1 - Até 5000
3171501,SE,31,MG,Mathias Lobato,3342,1 - Até 5000
3171600,SE,31,MG,Virgem da Lapa,14043,3 - 10001 até 20000
3171709,SE,31,MG,Virgínia,8870,2 - 5001 até 10000
3171808,SE,31,MG,Virginópolis,10793,3 - 10001 até 20000
3171907,SE,31,MG,Virgolândia,5613,2 - 5001 até 10000
3172004,SE,31,MG,Visconde do Rio Branco,41932,4 - 20001 até 50000
3172103,SE,31,MG,Volta Grande,5315,2 - 5001 até 10000
3172202,SE,31,MG,Wenceslau Braz,2615,1 - Até 5000
3200102,SE,32,ES,Afonso Cláudio,32361,4 - 20001 até 50000
3200136,SE,32,ES,Águia Branca,10085,3 - 10001 até 20000
3200169,SE,32,ES,Água Doce do Norte,11893,3 - 10001 até 20000
3200201,SE,32,ES,Alegre,32146,4 - 20001 até 50000
3200300,SE,32,ES,Alfredo Chaves,15082,3 - 10001 até 20000
3200359,SE,32,ES,Alto Rio Novo,8022,2 - 5001 até 10000
3200409,SE,32,ES,Anchieta,28546,4 - 20001 até 50000
3200508,SE,32,ES,Apiacá,7932,2 - 5001 até 10000
3200607,SE,32,ES,Aracruz,98393,5 - 50001 até 100000
3200706,SE,32,ES,Atilio Vivacqua,11804,3 - 10001 até 20000
3200805,SE,32,ES,Baixo Guandu,31794,4 - 20001 até 50000
3200904,SE,32,ES,Barra de São Francisco,45283,4 - 20001 até 50000
3201001,SE,32,ES,Boa Esperança,15460,3 - 10001 até 20000
3201100,SE,32,ES,Bom Jesus do Norte,10254,3 - 10001 até 20000
3201159,SE,32,ES,Brejetuba,12838,3 - 10001 até 20000
3201209,SE,32,ES,Cachoeiro de Itapemirim,211649,6 - 100001 até 500000
3201308,SE,32,ES,Cariacica,387368,6 - 100001 até 500000
3201407,SE,32,ES,Castelo,38304,4 - 20001 até 50000
3201506,SE,32,ES,Colatina,124525,6 - 100001 até 500000
3201605,SE,32,ES,Conceição da Barra,31574,4 - 20001 até 50000
3201704,SE,32,ES,Conceição do Castelo,12944,3 - 10001 até 20000
3201803,SE,32,ES,Divino de São Lourenço,4612,1 - Até 5000
3201902,SE,32,ES,Domingos Martins,34757,4 - 20001 até 50000
3202009,SE,32,ES,Dores do Rio Preto,6949,2 - 5001 até 10000
3202108,SE,32,ES,Ecoporanga,24217,4 - 20001 até 50000
3202207,SE,32,ES,Fundão,20757,4 - 20001 até 50000
3202256,SE,32,ES,Governador Lindenberg,12600,3 - 10001 até 20000
3202306,SE,32,ES,Guaçuí,31201,4 - 20001 até 50000
3202405,SE,32,ES,Guarapari,123166,6 - 100001 até 500000
3202454,SE,32,ES,Ibatiba,25882,4 - 20001 até 50000
3202504,SE,32,ES,Ibiraçu,12581,3 - 10001 até 20000
3202553,SE,32,ES,Ibitirama,9373,2 - 5001 até 10000
3202603,SE,32,ES,Iconha,14016,3 - 10001 até 20000
3202652,SE,32,ES,Irupi,13380,3 - 10001 até 20000
3202702,SE,32,ES,Itaguaçu,14815,3 - 10001 até 20000
3202801,SE,32,ES,Itapemirim,34628,4 - 20001 até 50000
3202900,SE,32,ES,Itarana,11231,3 - 10001 até 20000
3203007,SE,32,ES,Iúna,29896,4 - 20001 até 50000
3203056,SE,32,ES,Jaguaré,29642,4 - 20001 até 50000
3203106,SE,32,ES,Jerônimo Monteiro,12036,3 - 10001 até 20000
3203130,SE,32,ES,João Neiva,17168,3 - 10001 até 20000
3203163,SE,32,ES,Laranja da Terra,11457,3 - 10001 até 20000
3203205,SE,32,ES,Linhares,169048,6 - 100001 até 500000
3203304,SE,32,ES,Mantenópolis,15419,3 - 10001 até 20000
3203320,SE,32,ES,Marataízes,38670,4 - 20001 até 50000
3203346,SE,32,ES,Marechal Floriano,16545,3 - 10001 até 20000
3203353,SE,32,ES,Marilândia,12602,3 - 10001 até 20000
3203403,SE,32,ES,Mimoso do Sul,27388,4 - 20001 até 50000
3203502,SE,32,ES,Montanha,19391,3 - 10001 até 20000
3203601,SE,32,ES,Mucurici,5861,2 - 5001 até 10000
3203700,SE,32,ES,Muniz Freire,18745,3 - 10001 até 20000
3203809,SE,32,ES,Muqui,15806,3 - 10001 até 20000
3203908,SE,32,ES,Nova Venécia,50991,5 - 50001 até 100000
3204005,SE,32,ES,Pancas,23697,4 - 20001 até 50000
3204054,SE,32,ES,Pedro Canário,26537,4 - 20001 até 50000
3204104,SE,32,ES,Pinheiros,27130,4 - 20001 até 50000
3204203,SE,32,ES,Piúma,21336,4 - 20001 até 50000
3204252,SE,32,ES,Ponto Belo,7901,2 - 5001 até 10000
3204302,SE,32,ES,Presidente Kennedy,11742,3 - 10001 até 20000
3204351,SE,32,ES,Rio Bananal,19457,3 - 10001 até 20000
3204401,SE,32,ES,Rio Novo do Sul,12095,3 - 10001 até 20000
3204500,SE,32,ES,Santa Leopoldina,12889,3 - 10001 até 20000
3204559,SE,32,ES,Santa Maria de Jetibá,39928,4 - 20001 até 50000
3204609,SE,32,ES,Santa Teresa,24025,4 - 20001 até 50000
3204658,SE,32,ES,São Domingos do Norte,8818,2 - 5001 até 10000
3204708,SE,32,ES,São Gabriel da Palha,37375,4 - 20001 até 50000
3204807,SE,32,ES,São José do Calçado,11036,3 - 10001 até 20000
3204906,SE,32,ES,São Mateus,128449,6 - 100001 até 500000
3204955,SE,32,ES,São Roque do Canaã,12579,3 - 10001 até 20000
3205002,SE,32,ES,Serra,502618,7 - Maior que 500000
3205010,SE,32,ES,Sooretama,29038,4 - 20001 até 50000
3205036,SE,32,ES,Vargem Alta,21584,4 - 20001 até 50000
3205069,SE,32,ES,Venda Nova do Imigrante,24575,4 - 20001 até 50000
3205101,SE,32,ES,Viana,76776,5 - 50001 até 100000
3205150,SE,32,ES,Vila Pavão,9459,2 - 5001 até 10000
3205176,SE,32,ES,Vila Valério,14697,3 - 10001 até 20000
3205200,SE,32,ES,Vila Velha,486388,6 - 100001 até 500000
3205309,SE,32,ES,Vitória,363140,6 - 100001 até 500000
3300100,SE,33,RJ,Angra dos Reis,194619,6 - 100001 até 500000
3300159,SE,33,RJ,Aperibé,11292,3 - 10001 até 20000
3300209,SE,33,RJ,Araruama,126742,6 - 100001 até 500000
3300225,SE,33,RJ,Areal,12143,3 - 10001 até 20000
3300233,SE,33,RJ,Armação dos Búzios,32260,4 - 20001 até 50000
3300258,SE,33,RJ,Arraial do Cabo,29304,4 - 20001 até 50000
3300308,SE,33,RJ,Barra do Piraí,97460,5 - 50001 até 100000
3300407,SE,33,RJ,Barra Mansa,179451,6 - 100001 até 500000
3300456,SE,33,RJ,Belford Roxo,495783,6 - 100001 até 500000
3300506,SE,33,RJ,Bom Jardim,26566,4 - 20001 até 50000
3300605,SE,33,RJ,Bom Jesus do Itabapoana,36068,4 - 20001 até 50000
3300704,SE,33,RJ,Cabo Frio,216030,6 - 100001 até 500000
3300803,SE,33,RJ,Cachoeiras de Macacu,57048,5 - 50001 até 100000
3300902,SE,33,RJ,Cambuci,15124,3 - 10001 até 20000
3300936,SE,33,RJ,Carapebus,15568,3 - 10001 até 20000
3300951,SE,33,RJ,Comendador Levy Gasparian,8336,2 - 5001 até 10000
3301009,SE,33,RJ,Campos dos Goytacazes,490288,6 - 100001 até 500000
3301108,SE,33,RJ,Cantagalo,19697,3 - 10001 até 20000
3301157,SE,33,RJ,Cardoso Moreira,12519,3 - 10001 até 20000
3301207,SE,33,RJ,Carmo,18264,3 - 10001 até 20000
3301306,SE,33,RJ,Casimiro de Abreu,41999,4 - 20001 até 50000
3301405,SE,33,RJ,Conceição de Macabu,22461,4 - 20001 até 50000
3301504,SE,33,RJ,Cordeiro,21250,4 - 20001 até 50000
3301603,SE,33,RJ,Duas Barras,11169,3 - 10001 até 20000
3301702,SE,33,RJ,Duque de Caxias,890997,7 - Maior que 500000
3301801,SE,33,RJ,Engenheiro Paulo de Frontin,13576,3 - 10001 até 20000
3301850,SE,33,RJ,Guapimirim,57921,5 - 50001 até 100000
3301876,SE,33,RJ,Iguaba Grande,26936,4 - 20001 até 50000
3301900,SE,33,RJ,Itaboraí,232394,6 - 100001 até 500000
3302007,SE,33,RJ,Itaguaí,122369,6 - 100001 até 500000
3302056,SE,33,RJ,Italva,14723,3 - 10001 até 20000
3302106,SE,33,RJ,Itaocara,22694,4 - 20001 até 50000
3302205,SE,33,RJ,Itaperuna,99997,5 - 50001 até 100000
3302254,SE,33,RJ,Itatiaia,30703,4 - 20001 até 50000
3302270,SE,33,RJ,Japeri,101237,6 - 100001 até 500000
3302304,SE,33,RJ,Laje do Muriaé,7217,2 - 5001 até 10000
3302403,SE,33,RJ,Macaé,244139,6 - 100001 até 500000
3302452,SE,33,RJ,Macuco,5434,2 - 5001 até 10000
3302502,SE,33,RJ,Magé,237420,6 - 100001 até 500000
3302601,SE,33,RJ,Mangaratiba,42415,4 - 20001 até 50000
3302700,SE,33,RJ,Maricá,153008,6 - 100001 até 500000
3302809,SE,33,RJ,Mendes,18123,3 - 10001 até 20000
3302858,SE,33,RJ,Mesquita,171280,6 - 100001 até 500000
3302908,SE,33,RJ,Miguel Pereira,24871,4 - 20001 até 50000
3303005,SE,33,RJ,Miracema,26551,4 - 20001 até 50000
3303104,SE,33,RJ,Natividade,14960,3 - 10001 até 20000
3303203,SE,33,RJ,Nilópolis,158329,6 - 100001 até 500000
3303302,SE,33,RJ,Niterói,499028,6 - 100001 até 500000
3303401,SE,33,RJ,Nova Friburgo,185381,6 - 100001 até 500000
3303500,SE,33,RJ,Nova Iguaçu,798647,7 - Maior que 500000
3303609,SE,33,RJ,Paracambi,50447,5 - 50001 até 100000
3303708,SE,33,RJ,Paraíba do Sul,42922,4 - 20001 até 50000
3303807,SE,33,RJ,Paraty,41454,4 - 20001 até 50000
3303856,SE,33,RJ,Paty do Alferes,26991,4 - 20001 até 50000
3303906,SE,33,RJ,Petrópolis,298235,6 - 100001 até 500000
3303955,SE,33,RJ,Pinheiral,24282,4 - 20001 até 50000
3304003,SE,33,RJ,Piraí,28222,4 - 20001 até 50000
3304102,SE,33,RJ,Porciúncula,18248,3 - 10001 até 20000
3304110,SE,33,RJ,Porto Real,18829,3 - 10001 até 20000
3304128,SE,33,RJ,Quatis,13785,3 - 10001 até 20000
3304144,SE,33,RJ,Queimados,145386,6 - 100001 até 500000
3304151,SE,33,RJ,Quissamã,23535,4 - 20001 até 50000
3304201,SE,33,RJ,Resende,126923,6 - 100001 até 500000
3304300,SE,33,RJ,Rio Bonito,58272,5 - 50001 até 100000
3304409,SE,33,RJ,Rio Claro,17988,3 - 10001 até 20000
3304508,SE,33,RJ,Rio das Flores,8984,2 - 5001 até 10000
3304524,SE,33,RJ,Rio das Ostras,141117,6 - 100001 até 500000
3304557,SE,33,RJ,Rio de Janeiro,6520266,7 - Maior que 500000
3304607,SE,33,RJ,Santa Maria Madalena,10172,3 - 10001 até 20000
3304706,SE,33,RJ,Santo Antônio de Pádua,41312,4 - 20001 até 50000
3304755,SE,33,RJ,São Francisco de Itabapoana,41191,4 - 20001 até 50000
3304805,SE,33,RJ,São Fidélis,37689,4 - 20001 até 50000
3304904,SE,33,RJ,São Gonçalo,1049826,7 - Maior que 500000
3305000,SE,33,RJ,São João da Barra,35174,4 - 20001 até 50000
3305109,SE,33,RJ,São João de Meriti,460461,6 - 100001 até 500000
3305133,SE,33,RJ,São José de Ubá,6953,2 - 5001 até 10000
3305158,SE,33,RJ,São José do Vale do Rio Preto,21114,4 - 20001 até 50000
3305208,SE,33,RJ,São Pedro da Aldeia,99906,5 - 50001 até 100000
3305307,SE,33,RJ,São Sebastião do Alto,9094,2 - 5001 até 10000
3305406,SE,33,RJ,Sapucaia,17765,3 - 10001 até 20000
3305505,SE,33,RJ,Saquarema,85175,5 - 50001 até 100000
3305554,SE,33,RJ,Seropédica,84416,5 - 50001 até 100000
3305604,SE,33,RJ,Silva Jardim,21253,4 - 20001 até 50000
3305703,SE,33,RJ,Sumidouro,15191,3 - 10001 até 20000
3305752,SE,33,RJ,Tanguá,32970,4 - 20001 até 50000
3305802,SE,33,RJ,Teresópolis,176060,6 - 100001 até 500000
3305901,SE,33,RJ,Trajano de Moraes,10352,3 - 10001 até 20000
3306008,SE,33,RJ,Três Rios,79402,5 - 50001 até 100000
3306107,SE,33,RJ,Valença,74237,5 - 50001 até 100000
3306156,SE,33,RJ,Varre-Sai,10597,3 - 10001 até 20000
3306206,SE,33,RJ,Vassouras,35768,4 - 20001 até 50000
3306305,SE,33,RJ,Volta Redonda,265201,6 - 100001 até 500000
3500105,SE,35,SP,Adamantina,35139,4 - 20001 até 50000
3500204,SE,35,SP,Adolfo,3609,1 - Até 5000
3500303,SE,35,SP,Aguaí,35508,4 - 20001 até 50000
3500402,SE,35,SP,Águas da Prata,8104,2 - 5001 até 10000
3500501,SE,35,SP,Águas de Lindóia,18509,3 - 10001 até 20000
3500550,SE,35,SP,Águas de Santa Bárbara,6009,2 - 5001 até 10000
3500600,SE,35,SP,Águas de São Pedro,3268,1 - Até 5000
3500709,SE,35,SP,Agudos,36880,4 - 20001 até 50000
3500758,SE,35,SP,Alambari,5754,2 - 5001 até 10000
3500808,SE,35,SP,Alfredo Marcondes,4135,1 - Até 5000
3500907,SE,35,SP,Altair,4109,1 - Até 5000
3501004,SE,35,SP,Altinópolis,16219,3 - 10001 até 20000
3501103,SE,35,SP,Alto Alegre,4154,1 - Até 5000
3501152,SE,35,SP,Alumínio,18324,3 - 10001 até 20000
3501202,SE,35,SP,Álvares Florence,3795,1 - Até 5000
3501301,SE,35,SP,Álvares Machado,24813,4 - 20001 até 50000
3501400,SE,35,SP,Álvaro de Carvalho,5119,2 - 5001 até 10000
3501509,SE,35,SP,Alvinlândia,3196,1 - Até 5000
3501608,SE,35,SP,Americana,233868,6 - 100001 até 500000
3501707,SE,35,SP,Américo Brasiliense,39189,4 - 20001 até 50000
3501806,SE,35,SP,Américo de Campos,5967,2 - 5001 até 10000
3501905,SE,35,SP,Amparo,71193,5 - 50001 até 100000
3502002,SE,35,SP,Analândia,4845,1 - Até 5000
3502101,SE,35,SP,Andradina,57350,5 - 50001 até 100000
3502200,SE,35,SP,Angatuba,24634,4 - 20001 até 50000
3502309,SE,35,SP,Anhembi,6484,2 - 5001 até 10000
3502408,SE,35,SP,Anhumas,4053,1 - Até 5000
3502507,SE,35,SP,Aparecida,36279,4 - 20001 até 50000
3502606,SE,35,SP,Aparecida dOeste,4329,1 - Até 5000
3502705,SE,35,SP,Apiaí,24945,4 - 20001 até 50000
3502754,SE,35,SP,Araçariguama,21038,4 - 20001 até 50000
3502804,SE,35,SP,Araçatuba,194874,6 - 100001 até 500000
3502903,SE,35,SP,Araçoiaba da Serra,32495,4 - 20001 até 50000
3503000,SE,35,SP,Aramina,5552,2 - 5001 até 10000
3503109,SE,35,SP,Arandu,6368,2 - 5001 até 10000
3503158,SE,35,SP,Arapeí,2509,1 - Até 5000
3503208,SE,35,SP,Araraquara,230770,6 - 100001 até 500000
3503307,SE,35,SP,Araras,131282,6 - 100001 até 500000
3503356,SE,35,SP,Arco-Íris,1856,1 - Até 5000
3503406,SE,35,SP,Arealva,8452,2 - 5001 até 10000
3503505,SE,35,SP,Areias,3879,1 - Até 5000
